species_id,common_name,scientific_name,life_type,category,feeding_status,environment_status,space_status,social_status,care_status,gap_fields,commonness_proxy,risk_proxy,priority_score
"sp_0430","杀手螺","Anentome helena","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0431","红绿灯","Paracheirodon innesi","fish","灯科鱼","reviewed_unknown","needs_research","reviewed_supported","reviewed_supported","reviewed_unknown","environment","launch_cohort","elevated","14"
"sp_0432","宝莲灯","Paracheirodon axelrodi","fish","灯科鱼","reviewed_unknown","needs_research","reviewed_supported","reviewed_supported","reviewed_unknown","environment","launch_cohort","elevated","14"
"sp_0433","红鼻剪刀","Hemigrammus rhodostomus","fish","灯科鱼","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","template_only","feeding|care","launch_cohort","elevated","18"
"sp_0434","白云金丝","Tanichthys albonubes","fish","鱼类","template_only","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","feeding|environment","launch_cohort","elevated","18"
"sp_0435","斑马鱼","Danio rerio","fish","鱼类","reviewed_unknown","needs_research","reviewed_supported","reviewed_supported","reviewed_unknown","environment","launch_cohort","elevated","14"
"sp_0436","孔雀鱼","Poecilia reticulata","fish","鱼类","reviewed_unknown","needs_research","reviewed_supported","reviewed_supported","reviewed_unknown","environment","launch_cohort","elevated","14"
"sp_0437","玛丽鱼","Poecilia sphenops","fish","鱼类","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","14"
"sp_0438","红剑鱼","Xiphophorus hellerii","fish","鱼类","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","14"
"sp_0439","虎皮鱼","Puntigrus tetrazona","fish","鱼类","needs_research","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","feeding|environment","launch_cohort","elevated","19"
"sp_0440","一眉道人","Sahyadria denisonii","fish","鱼类","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","catalog_only","elevated","8"
"sp_0441","金苔鼠","Gyrinocheilus aymonieri","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0442","青苔鼠","Gyrinocheilus aymonieri var.","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0443","熊猫鼠","Corydoras panda","fish","鲶鱼/异型","reviewed_unknown","needs_research","reviewed_supported","reviewed_supported","reviewed_unknown","environment","launch_cohort","elevated","14"
"sp_0444","珍珠马甲","Trichopodus leerii","fish","鱼类","template_only","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","13"
"sp_0445","蓝曼龙","Trichopodus trichopterus var.","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0446","天使鱼（神仙鱼）","Pterophyllum scalare","fish","慈鲷/斗鱼","template_only","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","feeding|environment","launch_cohort","elevated","18"
"sp_0447","七彩神仙鱼（七彩鱼）","Symphysodon aequifasciatus","fish","慈鲷/斗鱼","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","14"
"sp_0448","荷兰凤凰","Mikrogeophagus ramirezi","fish","慈鲷/斗鱼","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","catalog_only","elevated","8"
"sp_0449","非洲王子","Labidochromis caeruleus","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0450","蓝宝石鱼","Andinoacara pulcher","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0451","地图鱼","Astronotus ocellatus","fish","慈鲷/斗鱼","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","14"
"sp_0452","公子小丑","Amphiprion ocellaris","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0453","长鼻狮子鱼","Pterois volitans","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0454","大和藻虾","Caridina multidentata","invertebrate","虾螺蟹","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0455","斑马螺","Neritina natalensis","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0456","神秘螺","Pomacea bridgesii","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0457","杀手螺","Anentome helena","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0458","玻璃猫鱼","Kryptopterus vitreolus","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0459","黑壳虾","Neocaridina davidi wild type","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","launch_cohort","elevated","9"
"sp_0460","巴西龟","Trachemys scripta elegans","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0461","草龟","Chinemys reevesii","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0462","花龟","Mauremys sinensis","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0463","剃刀麝香龟","Sternotherus carinatus","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0464","巨蛋麝香龟","Staurotypus salvinii","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0465","猪鼻龟","Carettochelys insculpta","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0466","蛋龟 (密西西比)","Sternotherus odoratus","reptile","龟类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0467","黑尾大勾","Hyphessobrycon megalopterus","fish","灯科鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0468","金三角灯","Trigonostigma heteromorpha","fish","灯科鱼","template_only","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","launch_cohort","elevated","13"
"sp_0469","喷火灯","Hyphessobrycon amandae","fish","灯科鱼","needs_research","reviewed_supported","reviewed_supported","reviewed_supported","reviewed_supported","feeding","catalog_only","elevated","8"
"sp_0470","黑莲灯","Hyphessobrycon herbertaxelrodi","fish","灯科鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0471","钻石灯","Moenkhausia pittieri","fish","灯科鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0472","企鹅灯","Thayeria boehlkei","fish","灯科鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0473","红肚铅笔鱼","Nannostomus beckfordi","fish","灯科鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0474","观背青鳉","Oryzias latipes var.","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0475","高体鳑鲏","Rhodeus ocellatus","fish","鱼类","reviewed_unknown","reviewed_supported","reviewed_supported","reviewed_unknown","reviewed_unknown","","launch_cohort","elevated","9"
"sp_0476","苹果螺","Pomacea diffusa","invertebrate","虾螺蟹","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0477","趴地珍珠","Glossostigma elatinoides","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0478","迷你牛毛毡","Eleocharis parvula","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0479","红蝴蝶","Alternanthera reineckii","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0480","小对叶","Bacopa monnieri","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0481","水罗兰","Hygrophila difformis","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0482","红丁香","Ludwigia repens","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0483","红雨伞","Proserpinaca palustris","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0484","红根浮萍","Phyllanthus fluitans","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0485","水芹","Ceratopteris thalictroides","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0486","小慈菇","Sagittaria subulata","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
